Format: LABEL: Actual words in document  --  [Pattern used]  {Original file}  Number of occurrence

COMPANY: ©   <| Arthur J. Gallagher & Co. |>   1999   --   [ARTHUR J GALLAGHER AND CO]  {ajg.com}    Occurrence: 9
COMPANY: 2016   <| AJAX PAVING INDUSTRIES INC. |>   |   --   [AJAX PAVING INDUSTRIES INCORPORATION]  {ajaxpaving.com}    Occurrence: 2
ADDRESS: at   <| 1301 East Ajo Way Ste 117 |>      --   [1301 E AJO WAY # 117]  {ajobikes.com}    Occurrence: 1
STATE: ,   <| CA |>   branch   --   [CA]  {ajilon.com}    Occurrence: 1
STATE: ,   <| CA |>   91001   --   [CA]  {ajlongo.com}    Occurrence: 1
STATE: ,   <| AK |>   99901   --   [AK]  {ajeatt.org}    Occurrence: 1
ADDRESS:    <| 102 E. Mayflower Ave |>   .   --   [102 E MAYFLOWER AVENUE]  {ajbuilders.com}    Occurrence: 1
CITY: of   <| Las Vegas |>   …   --   [NORTH LAS VEGAS]  {ajbuilders.com}    Occurrence: 2
COMPANY:    <| aJile Systems |>   provides   --   [AJILE SYSTEMS]  {ajile.com}    Occurrence: 1
ZIP: Florida   <| 34275 |>      --   [34275 3624]  {ajaxpaving.com}    Occurrence: 1
COMPANY:    <| A & J Refrigeration |>   -   --   [A AND J REFRIGERATION]  {ajrefrigeration.net}    Occurrence: 8
COMPANY:    <| Johns Inc. |>   -   --   [A J JOHNS INCORPORATION]  {ajjohns.com}    Occurrence: 12
COMPANY:    <| Ajax Construction , Inc |>      --   [AJAX CONSTRUCTION INCORPORATION]  {ajaxconstructioninc.com}    Occurrence: 1
STATE: ,   <| NY |>   .   --   [NY]  {ajbenet.com}    Occurrence: 1
COMPANY:    <| A & J Refrigeration |>   :   --   [A AND J REFRIGERATION]  {ajrefrigeration.net}    Occurrence: 1
CITY: in   <| Mamaroneck |>   ,   --   [MAMARONECK]  {ajbenet.com}    Occurrence: 5
COMPANY:    <| Anderson-Johnson Associates Inc. |>   Landscape   --   [ANDERSON-JOHNSON ASSOC INCORPORATION]  {ajainc.net}    Occurrence: 3
COMPANY: 2015   <| A & J Cake |>   and   --   [A AND J CAKE DECORATING]  {ajcake.com}    Occurrence: 3
ADDRESS:    <| 3108 West Valhalla |>   Drive   --   [3108 W VALHALLA DR]  {ajlevin.com}    Occurrence: 4
CITY:    <| North Las Vegas |>   City   --   [NORTH LAS VEGAS]  {ajbuilders.com}    Occurrence: 1
CITY:    <| Anchorage |>   Apprenticeship   --   [ANCHORAGE]  {ajeatt.org}    Occurrence: 2
COMPANY:    <| A & J Cake |>   and   --   [A AND J CAKE DECORATING]  {ajcake.com}    Occurrence: 1
COMPANY: 2010   <| AJF Engineering |>   .   --   [AJF ENGINEERING]  {ajfengineering.com}    Occurrence: 5
CITY:    <| Glendora |>   ,   --   [GLENDORA]  {ajcake.com}    Occurrence: 1
CITY: ,   <| Seattle |>   WA   --   [SEATTLE]  {ajillus.com}    Occurrence: 1
CITY: ,   <| Mobile |>   ,   --   [MOBILE]  {ajlaw.com}    Occurrence: 1
COMPANY:    <| WRAP & LAMINATING |>      --   [AJM SHRINK WRAP AND LAMINATING]  {ajminc.com}    Occurrence: 1
CITY:    <| Pasadena |>   California   --   [PASADENA]  {ajlongo.com}    Occurrence: 1
COMPANY: AJ   <| Printing and Graphic |>   and   --   [A J PRINTING AND GRAPHICS]  {ajprinting.com}    Occurrence: 2
STATE: Dayton   <| OH |>   45414-3438   --   [OH]  {ajmechanical.com}    Occurrence: 1
COMPANY:    <| Arthur J. Gallagher |>   ,   --   [ARTHUR J GALLAGHER AND CO]  {ajg.com}    Occurrence: 1
CONTACT:    <| Tisha Danehl |>   ,   --   [Tisha Danehl]  {ajilonfinance.com}    Occurrence: 1
STATE: ,   <| CA |>   .   --   [CA]  {ajprinting.com}    Occurrence: 13
COMPANY:    <| Ajo Realty |>   ,   --   [AJO REALTY]  {ajorealty.com}    Occurrence: 1
COMPANY: with   <| AJF Financial |>   Services   --   [AJF FINANCIAL SVC]  {ajffinancial.com}    Occurrence: 4
COMPANY:    <| Ajax Construction |>   was   --   [AJAX CONSTRUCTION INCORPORATION]  {ajaxconstructioninc.com}    Occurrence: 1
CITY: ,   <| Scottsdale |>   and   --   [SCOTTSDALE]  {ajfengineering.com}    Occurrence: 15
STATE: ,   <| AK |>   99518   --   [AK]  {ajeatt.org}    Occurrence: 1
CITY: in   <| New York |>   ,   --   [NEW YORK]  {ajg.com}    Occurrence: 1
COMPANY:    <| Ajel Technologies |>   ,   --   [AJEL TECHNOLOGIES]  {ajel.com}    Occurrence: 6
CONTACT: of   <| Alan Benet |>   ,   --   [Alan Benet]  {ajbenet.com}    Occurrence: 1
COMPANY: Founder   <| AJF Financial |>   Services   --   [AJF FINANCIAL SVC]  {ajffinancial.com}    Occurrence: 3
COMPANY: The   <| American Jewish Congress |>   is   --   [AMERICAN JEWISH CONGRESS]  {ajcongress.org}    Occurrence: 1
CONTACT:    <| Alan J. Benet |>      --   [Alan Benet]  {ajbenet.com}    Occurrence: 1
CITY: Sales   <| Coachella |>   |   --   [COACHELLA]  {ajaxauto.com}    Occurrence: 1
COMPANY:    <| AJAY Equipment |>   will   --   [AJAY EQUIPMENT CORP]  {ajaystoragelifts.com}    Occurrence: 1
CITY: in   <| San Jose |>   enables   --   [SAN JOSE]  {ajprogram.com}    Occurrence: 1
COMPANY:    <| Ajo Al 's |>   |   --   [AJO AL 'S MEXICAN CAFE]  {ajoals.com}    Occurrence: 1
COMPANY:    <| anderson , julian , hull |>   ,   --   [ANDERSON JULIAN AND HULL]  {ajhlaw.com}    Occurrence: 3
COMPANY: AJ   <| Fasteners , Inc. |>   -   --   [A J FASTENERS INCORPORATION]  {ajfasteners.com}    Occurrence: 1
CITY: in   <| Seattle |>   ,   --   [SEATTLE]  {ajillus.com}    Occurrence: 4
ADDRESS:    <| 1411 Fourth Avenue , Suite 303 |>      --   [1411 4TH AVENUE # 303]  {ajillus.com}    Occurrence: 1
CITY: inspection   <| scottsdale |>   az   --   [SCOTTSDALE]  {ajfengineering.com}    Occurrence: 5
ADDRESS:    <| 2 Madison Avenue |>      --   [2 MADISON AVENUE]  {ajfusa.com}    Occurrence: 2
CITY:    <| Pasadena |>      --   [PASADENA]  {ajlongo.com}    Occurrence: 7
CITY: downtown   <| Mobile |>   ,   --   [MOBILE]  {ajlaw.com}    Occurrence: 4
CONTACT: to   <| Alan Benet |>   .   --   [Alan Benet]  {ajbenet.com}    Occurrence: 1
COMPANY: :   <| Arthur J. Gallagher & Co |>   .   --   [ARTHUR J GALLAGHER AND CO]  {ajg.com}    Occurrence: 18
COMPANY: 2007   <| AJAY Equipment |>   Corporation   --   [AJAY EQUIPMENT CORP]  {ajaystoragelifts.com}    Occurrence: 2
COMPANY: AJ   <| Printing & Graphics |>   offers   --   [A J PRINTING AND GRAPHICS]  {ajprinting.com}    Occurrence: 30
CONTACT: by   <| Richard Pesot |>   ,   --   [Richard Pesot]  {ajlewiscorp.com}    Occurrence: 1
STATE:    <| AZ |>   BTR   --   [AZ]  {ajfengineering.com}    Occurrence: 17
COMPANY: ,   <| A & J Refrigeration |>   is   --   [A AND J REFRIGERATION]  {ajrefrigeration.net}    Occurrence: 1
COMPANY: to   <| shrink packaging or laminating |>   .   --   [AJM SHRINK WRAP AND LAMINATING]  {ajminc.com}    Occurrence: 1
COMPANY: ,   <| Ajax Paving Industries |>   has   --   [AJAX PAVING INDUSTRIES INCORPORATION]  {ajaxpaving.com}    Occurrence: 1
COMPANY:    <| Johns , Inc. |>   is   --   [A J JOHNS INCORPORATION]  {ajjohns.com}    Occurrence: 3
COMPANY:    <| Alan Jeskey |>   and   --   [ALAN JESKEY BUILDERS INCORPORATION]  {ajbuilders.com}    Occurrence: 1
CITY:    <| Tucson |>   ,   --   [TUCSON]  {ajobikes.com}    Occurrence: 1
COMPANY: for   <| shrink wrapping and laminating |>   supplies   --   [AJM SHRINK WRAP AND LAMINATING]  {ajminc.com}    Occurrence: 2
ADDRESS:    <| 2800 E. Miraloma Ave |>   .   --   [2800 E MIRALOMA AVENUE]  {ajfasteners.com}    Occurrence: 1
CITY: ,   <| boise |>   ,   --   [BOISE]  {ajhlaw.com}    Occurrence: 3
CONTACT: -   <| Andrew Friedman |>   ,   --   [Andrew Friedman]  {ajffinancial.com}    Occurrence: 3
COMPANY: The   <| American Jewish Congress |>   Over   --   [AMERICAN JEWISH CONGRESS]  {ajcongress.org}    Occurrence: 1
STATE: ,   <| IL |>   ,   --   [IL]  {ajrintl.com}    Occurrence: 1
COMPANY: 2009   <| A & J Programming |>   .   --   [A AND J PROGRAMMING]  {ajprogram.com}    Occurrence: 3
CITY:    <| Mobile |>   ,   --   [MOBILE]  {ajlaw.com}    Occurrence: 7
COMPANY: Armbrecht   <| Jackson LLP |>   ,   --   [AMBRECHT JACKSON LLP]  {ajlaw.com}    Occurrence: 4
STATE: ,   <| IA |>   51108   --   [IA]  {ajsalesent.com}    Occurrence: 1
COMPANY: s   <| finance and office |>   brands   --   [AJILOS FINANCE AND OFFICE]  {ajilon.com}    Occurrence: 1
CITY: of   <| North Las Vegas |>   (   --   [NORTH LAS VEGAS]  {ajbuilders.com}    Occurrence: 2
COMPANY: :   <| AJF Financial |>   Services   --   [AJF FINANCIAL SVC]  {ajffinancial.com}    Occurrence: 8
COMPANY:    <| Ajax Paving Industries |>   of   --   [AJAX PAVING INDUSTRIES INCORPORATION]  {ajaxpaving.com}    Occurrence: 1
COMPANY: managing   <| AJF Financial |>   Services   --   [AJF FINANCIAL SVC]  {ajffinancial.com}    Occurrence: 1
COMPANY: 1999-2011   <| aJile Systems |>   ,   --   [AJILE SYSTEMS]  {ajile.com}    Occurrence: 11
STATE: ,   <| CA |>   95138   --   [CA]  {ajprogram.com}    Occurrence: 1
ADDRESS:    <| 1411 Fourth Avenue , Suite 303 |>   ,   --   [1411 4TH AVENUE # 303]  {ajillus.com}    Occurrence: 1
STATE: ,   <| NY |>      --   [NY]  {ajbenet.com}    Occurrence: 2
CITY:    <| Washington |>   ,   --   [WASHINGTON]  {ajas.org}    Occurrence: 1
COMPANY: construction   <| project management |>   construction   --   [AJS PROJECT MANAGEMENT]  {ajsconstruction.com}    Occurrence: 1
COMPANY:    <| Alan Jeskey |>   –   --   [ALAN JESKEY BUILDERS INCORPORATION]  {ajbuilders.com}    Occurrence: 1
COMPANY: Armbrecht   <| Jackson LLP |>   .   --   [AMBRECHT JACKSON LLP]  {ajlaw.com}    Occurrence: 14
STATE: ,   <| AZ |>   BTR   --   [AZ]  {ajfengineering.com}    Occurrence: 1
STATE: ,   <| CA |>   95401   --   [CA]  {ajprinting.com}    Occurrence: 16
CITY: the   <| East |>   region   --   [EAST HANOVER]  {ajilon.com}    Occurrence: 1
STATE: ,   <| AZ |>   85248   --   [AZ]  {ajsfinefoods.com}    Occurrence: 2
ADDRESS:    <| 63 South Royal |>   Street   --   [63 S ROYAL ST # 1300]  {ajlaw.com}    Occurrence: 7
ADDRESS:    <| 1888 Solano Ave |>   .   --   [1888 SOLANO AVENUE]  {ajantarestaurant.com}    Occurrence: 1
COMPANY: :   <| AJM Shrink Wrap & Laminating |>   Supplies   --   [AJM SHRINK WRAP AND LAMINATING]  {ajminc.com}    Occurrence: 2
COMPANY:    <| A & J |>   has   --   [A AND J REFRIGERATION]  {ajrefrigeration.net}    Occurrence: 1
CITY: in   <| Denver |>   ,   --   [DENVER]  {ajrobbins.com}    Occurrence: 1
STATE: ,   <| ID |>   83707-7426   --   [ID]  {ajhlaw.com}    Occurrence: 1
COMPANY:    <| Ajax Paving Industries , Inc |>   .   --   [AJAX PAVING INDUSTRIES INCORPORATION]  {ajaxpaving.com}    Occurrence: 2
CITY: ,   <| Pasadena |>   Insurance   --   [PASADENA]  {ajlongo.com}    Occurrence: 1
CITY: the   <| Jacksonville |>   business   --   [JACKSONVILLE]  {ajjohns.com}    Occurrence: 1
COMPANY: to   <| A. J. Longo |>   Insurance   --   [A J LONGO AND ASSOC]  {ajlongo.com}    Occurrence: 1
COMPANY: of   <| AJF Financial |>   Services   --   [AJF FINANCIAL SVC]  {ajffinancial.com}    Occurrence: 3
COMPANY: called   <| A & J Sales |>   to   --   [A AND J SALES]  {ajsalesent.com}    Occurrence: 2
CITY: |   <| Jacksonville |>   ,   --   [JACKSONVILLE]  {ajjohns.com}    Occurrence: 4
ZIP: California   <| 92806 |>      --   [92806 1803]  {ajfasteners.com}    Occurrence: 1
COMPANY:    <| aJile Systems |>   Home   --   [AJILE SYSTEMS]  {ajile.com}    Occurrence: 11
COMPANY:    <| Benet Inc |>   .   --   [A J BENET INCORPORATION]  {ajbenet.com}    Occurrence: 1
ZIP: California   <| 91505 |>      --   [91505 1299]  {ajlevin.com}    Occurrence: 4
COMPANY:    <| AJF Engineering |>      --   [AJF ENGINEERING]  {ajfengineering.com}    Occurrence: 1
COMPANY:    <| Benet , Inc. |>   in   --   [A J BENET INCORPORATION]  {ajbenet.com}    Occurrence: 1
CITY: the   <| Santa Rosa |>   Downtown   --   [SANTA ROSA]  {ajprinting.com}    Occurrence: 2
COMPANY: that   <| Ajax Paving Industries |>   of   --   [AJAX PAVING INDUSTRIES INCORPORATION]  {ajaxpaving.com}    Occurrence: 1
CITY: a   <| Santa Rosa |>   native   --   [SANTA ROSA]  {ajprinting.com}    Occurrence: 2
CITY:    <| Berkeley |>   ,   --   [BERKELEY]  {ajantarestaurant.com}    Occurrence: 1
CONTACT: with   <| Alan Benet |>   and   --   [Alan Benet]  {ajbenet.com}    Occurrence: 1
COMPANY:    <| A J Landmark |>   Trampolines   --   [A J LANDMARK CO]  {ajlandmark.com}    Occurrence: 1
ADDRESS:    <| 2254 E Route 66 |>   ,   --   [2254 E ROUTE 66]  {ajcake.com}    Occurrence: 1
STATE: ,   <| CA |>   91101   --   [CA]  {ajlongo.com}    Occurrence: 8
COMPANY: the   <| American Jewish Congress |>   is   --   [AMERICAN JEWISH CONGRESS]  {ajcongress.org}    Occurrence: 1
CONTACT:    <| Greg Johnston |>   ,   --   [Greg Johnston]  {ajprinting.com}    Occurrence: 2
CITY:    <| Anchorage |>   Journeyman   --   [ANCHORAGE]  {ajeatt.org}    Occurrence: 2
COMPANY: The   <| American Jewish Congress |>      --   [AMERICAN JEWISH CONGRESS]  {ajcongress.org}    Occurrence: 1
ZIP: Nevada   <| 89030 |>      --   [89030 3963]  {ajbuilders.com}    Occurrence: 1
CITY:    <| Sioux City |>   ,   --   [SIOUX CITY]  {ajsalesent.com}    Occurrence: 1
COMPANY: 2007   <| AJAY Equipment |>   will   --   [AJAY EQUIPMENT CORP]  {ajaystoragelifts.com}    Occurrence: 1
CITY:    <| Anaheim |>   ,   --   [ANAHEIM]  {ajfasteners.com}    Occurrence: 1
COMPANY: ,   <| a j programming |>   ,   --   [A AND J PROGRAMMING]  {ajprogram.com}    Occurrence: 3
CITY: N.   <| Las Vegas |>   ,   --   [NORTH LAS VEGAS]  {ajbuilders.com}    Occurrence: 1
COMPANY: 2016   <| A. J. Longo |>   &   --   [A J LONGO AND ASSOC]  {ajlongo.com}    Occurrence: 7
ADDRESS:    <| 4096 Horizon |>   Lane   --   [4096 HORIZON LN]  {ajrefrigeration.net}    Occurrence: 1
CITY: ,   <| scottsdale |>   home   --   [SCOTTSDALE]  {ajfengineering.com}    Occurrence: 5
COMPANY: All   <| A & J |>   equipment   --   [A AND J PROGRAMMING]  {ajprogram.com}    Occurrence: 1
COMPANY: the   <| Arthur J. Gallagher & Co. |>   Board   --   [ARTHUR J GALLAGHER AND CO]  {ajg.com}    Occurrence: 1
STATE: ,   <| AK |>   99709   --   [AK]  {ajeatt.org}    Occurrence: 1
COMPANY: to   <| AJF Financial |>   Services   --   [AJF FINANCIAL SVC]  {ajffinancial.com}    Occurrence: 11
STATE: ,   <| WA |>      --   [WA]  {ajillus.com}    Occurrence: 1
STATE: ,   <| NJ |>   08817   --   [NJ]  {ajel.com}    Occurrence: 6
CITY: St.   <| Dayton |>   ,   --   [DAYTON]  {ajmechanical.com}    Occurrence: 4
COMPANY:    <| aJile Systems |>   also   --   [AJILE SYSTEMS]  {ajile.com}    Occurrence: 1
CITY:    <| Boise |>   ,   --   [BOISE]  {ajhlaw.com}    Occurrence: 1
CITY: |   <| Pasadena |>   ,   --   [PASADENA]  {ajlongo.com}    Occurrence: 8
COMPANY:    <| Ajo Realty |>   serves   --   [AJO REALTY]  {ajorealty.com}    Occurrence: 1
ZIP: CA   <| 91101 |>      --   [91101 1828]  {ajlongo.com}    Occurrence: 8
ADDRESS: |   <| 1888 Solano Ave |>   in   --   [1888 SOLANO AVENUE]  {ajantarestaurant.com}    Occurrence: 1
CITY: in   <| Santa Rosa |>   .   --   [SANTA ROSA]  {ajprinting.com}    Occurrence: 30
COMPANY: AJ   <| Benet , Inc. |>   Insurance   --   [A J BENET INCORPORATION]  {ajbenet.com}    Occurrence: 4
COMPANY: AJ   <| Printing & Graphics |>   is   --   [A J PRINTING AND GRAPHICS]  {ajprinting.com}    Occurrence: 60
CITY:    <| Scottsdale |>      --   [SCOTTSDALE]  {ajfengineering.com}    Occurrence: 6
CITY:    <| North Las Vegas |>   Chamber   --   [NORTH LAS VEGAS]  {ajbuilders.com}    Occurrence: 2
COMPANY:    <| Ajax Construction , Inc |>   .   --   [AJAX CONSTRUCTION INCORPORATION]  {ajaxconstructioninc.com}    Occurrence: 3
CITY: in   <| Santa Rosa |>   ,   --   [SANTA ROSA]  {ajprinting.com}    Occurrence: 13
CITY:    <| Burbank |>   ,   --   [BURBANK]  {ajlevin.com}    Occurrence: 4
CITY: a   <| Jacksonville |>   ,   --   [JACKSONVILLE]  {ajjohns.com}    Occurrence: 6
COMPANY: at   <| A & J Sales |>   pride   --   [A AND J SALES]  {ajsalesent.com}    Occurrence: 1
COMPANY: with   <| A & J Sales |>   .   --   [A AND J SALES]  {ajsalesent.com}    Occurrence: 2
CITY: the   <| Burbank |>   ,   --   [BURBANK]  {ajilon.com}    Occurrence: 1
STATE: ,   <| NY |>   10017   --   [NY]  {ajffinancial.com}    Occurrence: 1
STATE: :   <| PA |>   :   --   [PA]  {ajlewiscorp.com}    Occurrence: 4
ADDRESS:    <| 253 North Lake Avenue |>      --   [253 N LAKE AVENUE]  {ajlongo.com}    Occurrence: 1
COMPANY: to   <| Ajo Bikes |>   !   --   [AJO BIKES]  {ajobikes.com}    Occurrence: 1
STATE: ,   <| VA |>   22003   --   [VA]  {ajengineers.com}    Occurrence: 6
CITY: ,   <| Boise |>   ,   --   [BOISE]  {ajlandmark.com}    Occurrence: 3
CONTACT: ,   <| Richard Pesot |>   ,   --   [Richard Pesot]  {ajlewiscorp.com}    Occurrence: 1
COMPANY: The   <| American Jewish Congress |>   serves   --   [AMERICAN JEWISH CONGRESS]  {ajcongress.org}    Occurrence: 1
STATE: ,   <| CA |>   .   --   [CA]  {ajcake.com}    Occurrence: 2
STATE: ,   <| CA |>   94707   --   [CA]  {ajantarestaurant.com}    Occurrence: 1
CONTACT:    <| Greg Johnston |>      --   [Greg Johnston]  {ajprinting.com}    Occurrence: 5
ADDRESS:    <| 6250 Webster St. |>   Dayton   --   [6250 WEBSTER ST]  {ajmechanical.com}    Occurrence: 5
COMPANY:    <| A J Landmark |>   ,   --   [A J LANDMARK CO]  {ajlandmark.com}    Occurrence: 2
ZIP: AZ   <| 85260 |>      --   [85260 6730]  {ajfengineering.com}    Occurrence: 5
COMPANY: The   <| Allen J |>   .   --   [ALLEN J FLOOD CO]  {ajfusa.com}    Occurrence: 14
COMPANY: Got   <| a question about printing |>   or   --   [A J PRINTING AND GRAPHICS]  {ajprinting.com}    Occurrence: 30
CITY:    <| New York |>   ,   --   [NEW YORK]  {ajffinancial.com}    Occurrence: 7
CITY:    <| Tucson |>   Bike   --   [TUCSON]  {ajobikes.com}    Occurrence: 1
COMPANY:    <| Ajax Paving Industries |>   Wins   --   [AJAX PAVING INDUSTRIES INCORPORATION]  {ajaxpaving.com}    Occurrence: 1
CONTACT: :   <| Ambrish Rastogi |>   ,   --   [Ambrish Rastogi]  {ajengineers.com}    Occurrence: 1
COMPANY: ,   <| AJAY Equipment |>   Corporation   --   [AJAY EQUIPMENT CORP]  {ajaystoragelifts.com}    Occurrence: 2
CITY:    <| Santa Rosa |>   ,   --   [SANTA ROSA]  {ajprinting.com}    Occurrence: 16
